"","word","length","frequency","ageOfAcquisition","valence","arousal","dominance","ReactionTime","concreteness","polysemy","information","phonologicalDensity"
"61336","pause",4,388,6.75,5.53,2.57,6.35,-0.634352353928788,2.38,2,11.132,27
"61355","pavement",8,285,6.3,5.5,2.64,4.65,-0.415469261121936,4.72,3,9.913,2
"61367","paw",3,50,5.89,5.43,4.09,5.56,-0.371151730642297,4.3,2,7.318,31
"61378","pawn",4,32,9.06,3.9,4.29,5.16,-0.563969287725941,3.9,4,10.631,31
"61386","pawnshop",7,2,10.11,4.63,4.15,4.5,1.03565813712008,4.86,1,14.627,1
"61397","pay",3,407,5.5,6.23,4.24,6.33,-0.869021153568694,3.54,1,7.188,42
"61404","payday",5,16,9.41,7.95,6.81,5.54,-0.234028278240087,3.36,1,5.274,3
"61426","payload",6,16,13.33,5.42,5.36,5.64,-0.119118610040237,3.82,2,9.743,2
"61432","payment",7,435,8.67,5.16,4.44,5.19,-0.509795647711216,3.91,3,4.847,3
"61446","payroll",6,43,12.79,6.19,3.82,5.11,-0.0740001223319561,3.7,3,10.259,1
"61468","pea",3,30,3.95,6,2.41,5,-0.648700480895346,4.9,3,8.274,42
"61469","peace",4,1596,6.32,7.75,4.65,7.17,-0.67674881901345,1.62,5,7.779,36
"61482","peacetime",7,59,10.25,6.7,2.57,6.21,0.187908930150131,2.44,1,13.829,1
"61483","peach",4,47,4.21,6.83,4.7,5.74,-0.55834276298467,4.9,4,6.927,27
"61507","peak",4,404,7.11,6.1,3.9,6.48,-0.695594587113632,4.2,7,5.873,34
"61522","peanut",6,49,5,6.38,3.48,5.74,-0.315079212003799,4.89,4,9.425,4
"61524","peanuts",7,49,4.72,5.63,3.86,5.45,-0.49804642163179,4.9,4,8.282,1
"61525","pear",4,44,4,6.7,3.76,5.71,-0.53660635456815,4.93,2,8.115,34
"61528","pearl",4,102,6.28,6.05,3.5,5.94,-0.481883763256019,4.87,3,5.518,30
"61553","peasant",6,347,8.56,4.62,4,4.92,-0.172844850803333,3.96,3,12.198,7
"61568","pebble",5,85,5.68,5.72,2.85,4.67,-0.303606151163632,4.86,1,9.639,5
"61574","pecan",6,7,6.8,6.63,3.52,5.05,0.0276003748660827,4.87,3,7.711,2
"61615","pedal",5,22,6.5,5.16,3.89,6.06,-0.610830103012745,4.44,2,7.064,11
"61630","peddler",7,2,8.44,3.77,4.83,4,0.489957209754182,4.52,2,9.316,2
"61665","pee",3,16,3.89,4.5,3.32,5.91,-0.618061274419435,4.72,2,5.947,42
"61669","peek",4,9,5.79,5.37,4.29,5.57,-0.215477506417073,3.62,1,7.58,34
"61676","peel",4,31,6.05,4.68,3.71,5.57,-0.405699469863074,4.61,2,7.8,41
"61688","peep",4,13,8.22,4.42,4.3,4.96,-0.323241273756957,3.37,2,10.012,32
"61704","peer",4,64,10.21,5.64,4.05,6.05,-0.752348483144268,3.83,2,9.364,35
"61766","pellet",6,14,10.18,4.65,3.8,5.67,0.666072709484878,4.56,2,10.926,7
"61783","pelvis",7,158,9.95,5.33,4.2,5.16,0.11195656079472,4.93,2,11.238,0
"61786","pen",4,341,5.11,5.63,2.75,6.17,-0.67736288279291,4.92,5,6.922,40
"61803","penance",7,25,12.5,4.77,3.89,4.9,0.361333451275125,1.52,3,10.975,2
"61810","pencil",6,276,4.06,5.65,3.11,6.03,-0.79663893800491,4.88,4,7.941,3
"61816","pendant",8,21,10.3,5.83,4.05,5.68,-0.148483521673426,4.75,2,4.119,2
"61839","penguin",8,69,5.68,6.65,4,4.86,-0.437144087099676,5,1,7.042,1
"61845","penis",6,153,8.53,5.3,5.9,6.21,-0.0584598958813468,5,1,6.22,1
"61864","pennant",7,10,11.47,5.42,3.2,5.75,0.083448074008019,4.37,3,7.854,7
"61876","penny",5,258,4.67,6.29,5.55,5.4,-0.668408263903099,4.83,2,7.026,20
"61898","pension",6,730,13.28,6.19,2.9,4.77,-0.442713577718696,3.89,1,9.568,3
"61925","penthouse",8,21,13.11,6.42,5.74,5.82,0.357773395925237,4.36,1,5.503,0
"61943","people",5,26215,3.52,5.7,3.77,5.4,-0.646325481306842,4.82,4,6.17,5
"61951","pepper",6,117,5.47,5.63,4.3,5.75,-0.262335295238498,4.59,4,3.377,11
"61996","percent",7,418,8.19,5.67,3.24,5.5,-0.383428407888373,2.7,1,6.598,3
"62012","perch",4,34,9.16,5.35,3.38,5.26,0.118710566731701,4.1,7,8.947,20
"62058","perfect",7,0,5.78,7.19,4.71,6.53,-0.529566135341079,1.69,1,8.21,2
"62095","perfume",7,116,7.06,6.58,4.28,5.71,-0.625111694621104,4.66,2,5.328,2
"62117","peril",6,74,12.47,3.19,5.95,3.12,-0.329691444042775,2.52,3,9.542,11
"62124","period",6,3056,6.78,3.33,4.2,6,-0.635180147387417,3.31,7,6.127,2
"62178","perk",4,8,9.63,7.32,5.78,5.89,-0.306661121149189,3.03,1,12.496,31
"62229","permit",6,70,9.47,5.26,3.76,4.68,-0.250054209664572,3.43,3,8.516,1
"62328","person",5,4090,4.67,6.1,3.71,6,-0.53721549242707,4.72,3,6.851,4
"62338","personal",6,53,8.05,6.09,3.57,4.72,-0.550525518833376,2.21,1,7.322,1
"62448","pervert",6,10,9.84,2.45,5.18,2.82,0.106641355205469,2.97,1,11.097,2
"62469","pest",5,84,7.35,2.67,5.14,4.36,-0.326221311476243,3.96,4,8.987,27
"62488","pet",4,230,4.05,7.05,3.76,5.61,-0.648309680167463,4.71,4,5.675,37
"62490","petal",5,11,6.33,6.68,3.58,5.43,-0.752630320021397,4.57,1,7.953,10
"62528","petrol",7,286,12.28,4.52,4.04,4.55,-0.59165715345684,4.29,1,7.374,2
"62567","pew",4,43,8.56,5.38,2.41,5.44,0.179254952769461,3.92,1,12.103,15
"62600","phantom",7,46,8.35,4.26,5.23,4.46,-0.00590925823895893,2.43,2,8.23,5
"62602","pharaoh",5,8,8.26,5.45,4.63,5.52,0.279923100238796,4.43,1,10.156,15
"62625","phase",4,555,9.4,5.29,3.96,4.93,-0.235143748868276,2.46,4,8.61,34
"62642","pheasant",6,28,9.68,4.95,4.05,5.69,0.0306527723757993,4.75,2,8.548,3
"62721","phobia",6,38,9.83,3.68,6.57,3.65,-0.252508175107765,2.1,1,8.975,1
"62730","phone",4,1074,4.11,6.09,3.43,4.44,-0.657812616889234,4.86,3,4.584,31
"62775","phosphate",7,50,13.4,4.74,3.71,4.61,0.104468676983037,4.08,2,6.51,1
"62787","photo",5,164,5.16,6.58,4.6,6.05,-0.633101400816179,4.93,1,5.678,5
"62820","photon",6,8,12.61,4.9,3.7,4.64,0.197481546141847,3.38,1,9.66,2
"62844","phrase",5,601,8.44,5.5,3,5.12,-0.251273574923624,2.86,4,6.896,20
"62876","physics",7,321,11.68,5.53,4.27,5.16,-0.490343682601367,3.07,1,6.054,0
"62889","physique",6,50,11.89,5.74,4.57,6,-0.0831065486672496,3.65,2,6.537,2
"62891","pi",3,39,11.94,5.4,3.35,4.85,0.775673467203207,3.25,5,7.966,41
"62897","pianist",7,64,7.94,7.15,3.55,5.56,0.527191736549259,4.69,1,10.206,1
"62899","piano",6,0,5.5,6.4,3.61,5.42,-0.667915469044689,4.9,2,7.214,5
"62924","pick",4,24,5.26,5.91,3.62,5.94,-0.626594157707295,3.82,9,8.96,42
"62941","picker",6,5,8.05,4.38,3.62,4.76,0.0484206715665848,3.83,2,5.498,26
"62945","picket",6,57,10.79,4.38,3,5.45,0.092675911662542,4,6,12.354,12
"62966","pickle",5,34,6.05,6.52,3.48,5.84,-0.607412198394097,4.64,2,7.651,13
"62993","picnic",7,184,5.53,7.11,3.65,6.1,-0.395180366648267,4.83,3,9.538,2
"63006","picture",7,1905,4.05,6.73,3.29,6.12,-0.694924704859684,4.52,10,6.932,8
"63017","pictures",7,1208,5.11,7.22,4.29,6.72,-0.808674844032775,4.71,10,2.756,5
"63031","pie",3,225,3.67,6.45,4.05,6.29,-0.571796428554049,4.92,2,5.482,41
"63035","piece",4,2082,4.89,5.23,3.57,5.11,-0.382663934851435,4.14,13,8.714,36
"63060","pier",4,98,9.56,5.86,3.75,6.14,0.0550859164906109,4.62,3,8.857,35
"63085","pig",4,320,3.84,4.83,3.68,5.04,-0.705472431827562,5,6,7.796,26
"63088","pigeon",6,38,6.21,5.58,2.95,5.04,-0.684864527584923,4.71,1,7.517,3
"63107","piggy",5,398,4.67,4.71,3.18,5.07,-0.130707444412167,4.64,1,8.497,8
"63119","piglet",7,16,5.68,6.13,3.95,5.75,-0.0990648742179343,4.93,1,7.441,1
"63129","pigskin",8,5,8.39,4.47,4.35,5.15,0.823632015334559,4.52,1,8.987,1
"63138","pike",4,54,12.06,4.73,4.09,5.5,0.0352912625677099,4.25,5,6.09,31
"63152","pile",4,385,5.79,4.74,4.43,5.57,-0.359545668772149,4.56,8,10.342,35
"63176","pilgrim",8,34,6.26,5.16,4.04,5,-0.135936663921105,4.43,3,9.849,2
"63184","pill",4,233,6.06,4.16,3.73,4.88,-0.423705183908335,4.72,5,4.239,45
"63185","pillage",6,7,11.41,3.79,4.65,3.79,-0.15101436319716,3.22,2,10.035,4
"63192","pillar",6,171,8.26,5.48,4.3,4.89,-0.29656895635994,4.77,5,10.654,26
"63206","pillow",5,247,3.47,7,2.9,6.34,-0.622825643967135,5,1,6.529,11
"63219","pilot",6,235,6.32,6,5.6,6.16,-0.238118568995304,4.67,6,9.44,5
"63241","pimp",5,31,12.78,3.05,4.2,4.22,-0.264017974952002,4.18,1,8.977,9
"63247","pimple",6,11,9.57,2.11,3.9,4.09,-0.307905951491439,4.77,1,12.832,3
"63255","pin",4,153,4.53,5.29,3.73,5.76,-0.797122177982846,4.92,11,7.809,39
"63269","pinch",5,68,5.5,3.5,4.44,4.77,-0.42182049593965,4,7,10.616,14
"63283","pine",4,213,5.53,6.58,3.25,4.95,-0.458543891437332,4.37,2,6.854,37
"63297","ping",4,15,8.76,5.67,4.09,5.38,0.0850903195388066,3.17,2,8.832,39
"63315","pink",5,284,3.8,6.68,4.35,6.74,-0.526259938507307,3.93,3,6.466,21
"63325","pinkie",6,27,3.21,5.82,2.85,5.08,0.775309249644191,4.39,1,10.886,9
"63356","pinpoint",8,15,9.68,5.27,4.16,6.48,0.0232027450033745,2.54,3,9.442,1
"63375","pint",5,185,8.37,5.53,3.52,5.18,-0.410830701407394,4.43,3,10.679,12
"63401","pipe",4,394,8.17,4.75,4.11,5.92,-0.500953971303244,4.88,5,7.791,23
"63415","pipeline",7,64,10.06,5.05,4.33,4.76,-0.189236714671363,4.68,2,5.291,1
"63435","piping",6,18,9.95,5.09,4.1,5.85,0.202828460211041,4.4,3,9.755,7
"63468","pirate",7,47,6.5,4.19,5.26,3.81,-0.588315326940724,4.64,3,9.362,4
"63489","piss",4,21,7.56,2.73,4.74,5.63,-0.482032311994498,4.73,2,7.166,34
"63511","pistol",6,254,7.28,3.92,5.79,4.53,-0.569552377236492,4.89,1,8.827,4
"63513","piston",7,56,10.37,4.57,4.85,5.55,0.184184973559736,4.81,2,11.129,2
"63517","pit",4,228,6.14,3.85,3.5,4.04,-0.488462481546239,4.68,11,8.3,41
"63523","pitch",4,319,6.42,5.52,3.42,5.75,-0.673019993813751,4,10,9.486,31
"63535","pitcher",6,19,6.42,5.7,4.09,6.08,-0.18134264289323,4.93,5,9.948,11
"63541","pitchfork",7,1,6.89,3.53,4.35,4.6,-0.158408288529947,5,1,10.445,1
"63610","pity",5,512,8.72,3.18,4.07,4.52,-0.239876059963015,1.87,3,10.338,20
"63615","pivot",6,19,10.78,4.95,3.29,5.87,-0.0590365998449816,3.72,3,11.48,5
"63626","pixie",6,1,7.72,6.5,3.86,4.86,-0.0575661057062144,3.89,2,5.887,3
"63629","pizza",6,28,4.67,7.89,4.58,5.47,-0.887632424131213,5,1,6.996,3
"63649","place",5,9376,4.95,5.86,3.52,6.53,-0.656736590983056,3.48,16,6.14,15
"63663","placement",9,47,9.32,4.96,3.48,6.2,-0.241491486261417,3.07,3,8.863,1
"63692","plague",5,107,9.26,2.42,6.67,2.96,-0.53901274676776,3.41,5,10.462,10
"63704","plaid",5,49,8.56,5.71,3.72,5.64,0.310551454418186,4.23,1,6.739,13
"63706","plain",5,270,7.37,5.08,2.68,5.56,-0.558824832822748,2.26,2,8.635,18
"63731","plaintiff",8,30,12.33,4,3.86,4.25,0.462249076850685,3.9,1,11.443,1
"63743","plan",5,1285,6.78,6.14,3.86,6.28,-0.790606136861552,3.4,3,6.252,12
"63747","plane",5,815,4.95,5.72,4.91,5.07,-0.552513292479204,4.92,5,8.839,18
"63754","planet",7,448,6.67,6.27,4.35,6.11,-0.435195466785051,4.58,3,7.567,3
"63766","plank",6,60,7.84,4.76,4.3,6.05,-0.20694022630606,5,2,9.418,9
"63779","plankton",8,19,11.21,5.36,3.6,4.41,0.446963234451129,4.66,1,11.28,0
"63783","planner",7,44,9.05,6.32,4,5.83,-0.389423034019522,3.61,2,4.585,9
"63789","plant",6,1250,3.95,7.05,3.94,6.45,-0.738201961454567,4.76,4,8.004,9
"63797","planter",8,13,7.68,5.85,2.67,6.86,0.386147316760919,4.61,3,7.414,6
"63807","plaque",5,50,7.39,3.38,4.52,5.32,-0.335198481947048,4.7,2,6.38,12
"63815","plasma",7,19,13.05,6.05,5.3,5.19,-0.255320644851997,4.17,3,8.416,1
"63816","plaster",8,209,9.16,5.24,3.9,4.89,-0.61381224947326,4.59,5,9.409,7
"63831","plastic",8,858,5.11,4.48,3.36,5.24,-0.717394374556195,4.79,2,7.662,2
"63845","plate",5,656,3.84,4.8,3.18,5.79,-0.667233959339586,4.77,15,6.559,17
"63847","plateau",6,107,9.74,5.84,3.68,5.63,0.128896705152339,4.31,1,8.141,4
"63861","platform",8,445,7.83,5,4.18,6.42,-0.497762852009881,4.48,5,7.55,1
"63863","plating",7,8,11.71,5.14,3.29,6.33,0.829312788152623,3.75,2,7.853,8
"63872","platoon",7,50,12.33,4.65,4.28,4.54,0.242713940196439,4.48,3,12.018,1
"63875","platter",7,35,8.68,5.3,3.4,5.36,-0.191534479733798,4.93,2,7.327,13
"63885","play",4,1979,4.1,7.55,3.81,6.29,-0.789490174613824,3.24,17,7.292,22
"63899","playback",7,6,8.5,5.76,3.36,6.14,-0.276345209748747,3.43,2,7.71,2
"63906","playboy",6,55,12.21,4.15,5.24,4.28,-0.324045480649129,3.36,1,5.312,0
"63925","player",6,518,6.89,5.55,5.95,5.68,-0.765795713478319,4.15,5,4.945,15
"63936","playground",9,211,4.28,7.14,4.67,6.32,-0.575403151414837,4.77,2,9.061,2
"63940","playhouse",7,17,5.17,6.29,3.57,5.7,-0.252635411722491,4.72,1,5.122,0
"63963","playmate",7,11,5.21,7.3,4.38,5.58,-0.297581201916456,3.79,1,5.809,2
"63971","playpen",7,15,4.41,5.95,2.65,4.5,0.452536448917943,4.76,1,10.121,1
"63975","playroom",7,10,6.11,6.05,4.29,6.38,-0.522617154866038,4.71,1,7.457,1
"63998","plaything",7,25,8.17,6.21,5.1,5.3,0.547856327476121,3.68,1,10.835,5
"64007","playwright",7,71,10.44,6.1,3.59,6.42,-0.0753435876057385,3.56,1,11.448,1
"64009","plaza",6,61,9.83,6.33,3.9,4.96,0.0702954658109604,4.44,2,4.232,1
"64011","plea",4,130,8.42,4.35,4.64,4.93,-0.107906199042265,2.39,3,9.35,21
"64049","pleasure",7,1495,8.21,7.8,6.8,7.18,-0.690488931669959,2.04,5,8.108,2
"64074","pledge",5,74,7.17,5.09,3.95,6,-0.395306971933283,2.61,4,10.401,6
"64112","pliers",6,26,7,4.48,3.55,5.76,0.590603770113785,4.93,1,4.045,6
"64115","plight",5,144,11.97,4.21,3.85,4.8,0.144062706990091,2.04,2,12.041,13
"64153","plop",5,18,7.15,5.5,3.77,5.24,-0.220394572366292,3.48,1,9.935,9
"64165","plot",5,337,8.65,4.9,4.52,5.29,-0.689119758190272,3.14,4,10.252,14
"64199","ploy",4,136,12.5,3.9,3,4.84,0.340947607208672,2.21,2,10.304,10
"64201","pluck",5,14,9.78,3.9,4.16,5.73,0.190442335098538,4,2,8.536,15
"64220","plug",5,100,6.05,4.42,3.35,5.67,-0.541723496893015,4.64,7,7.368,10
"64238","plum",5,52,5.5,6.15,2.76,5.26,-0.343081286867674,4.85,3,5.792,17
"64249","plumber",7,46,8.56,5.4,3.18,5.59,-0.19002062523465,4.63,1,8.838,7
"64255","plumbing",7,75,8.26,4.45,3.36,5.5,-0.23263397224408,4.24,3,7.804,2
"64263","plume",5,16,11.24,5.19,3,4.77,0.220092411862563,4,3,10.268,6
"64278","plummet",7,2,12.79,3.95,5.04,3.31,0.180381139386711,3.12,1,10.231,2
"64287","plump",6,0,8.21,4.95,4.43,5.22,-0.219548907805025,4,1,8.81,9
"64314","plunder",8,14,12.47,4,5.05,4.46,-0.0241618586822447,3.11,1,10.851,4
"64321","plunge",6,34,8.61,4.62,4.6,3.89,-0.333419268331191,3.04,2,9.028,3
"64328","plunger",8,10,9.63,4.25,3.15,5.2,0.0864027515586833,4.96,4,12.256,3
"64351","plural",7,10,7.45,4.81,3.4,5.78,-0.0838441012413033,2.59,1,10.83,0
"64367","plush",5,30,9.58,6.32,3.05,5.62,0.428990415662845,2.96,1,6.484,8
"64387","plywood",7,30,9.38,4.74,2.67,5.05,0.254553870980318,4.82,1,9.091,0
"64398","poacher",6,19,10.11,3.1,4.86,4.67,-0.125516161686561,4,3,6.614,7
"64406","pocket",6,1003,4.74,5.67,4.5,6.37,-0.574617222698744,4.68,9,6.428,8
"64425","pod",4,40,7.95,5,3.32,5.11,-0.186361099660491,4.63,4,7.739,31
"64437","podium",6,16,9.35,5.05,3.52,4.61,0.103257223255379,4.89,1,12.279,3
"64441","poem",5,259,6.89,6.62,4.15,6.31,-0.526252980125047,4.03,1,10.01,3
"64444","poet",5,305,8.61,6.85,2.91,5.84,-0.446371288564581,4.36,1,10.151,6
"64469","point",5,6642,4.55,5.45,3.86,6.27,-0.673143865842782,3.39,26,5.905,11
"64481","pointer",7,31,7.7,4.57,3.73,6.12,-0.410420497516971,4.11,4,7.619,7
"64514","poise",4,29,11.33,5.5,3.77,6.2,0.2304698559366,2.39,3,11.936,14
"64520","poison",5,204,5.58,2.16,6.01,3.38,-0.68405524731475,4.27,2,8.917,2
"64535","poke",4,13,4.95,4.14,5.41,6.74,-0.699777457599733,4.22,5,12.257,35
"64546","poker",6,18,9.1,5.79,5.05,5.67,-0.556348502488182,4.2,2,3.21,17
"64583","pole",4,196,5.63,5.6,3.05,4.59,-0.608800230863802,4.66,10,8.269,35
"64611","police",6,3694,5.05,4.59,5.95,3.44,-0.716046620132382,4.79,1,8.404,2
"64637","polish",6,125,8.06,6,3.36,6.38,-0.250333709220996,4.23,4,6.635,2
"64691","polka",6,12,7.56,4.79,4.17,5.04,0.099343504496994,3.47,2,7.764,16
"64695","poll",4,0,11.58,4.63,4.14,5.4,-0.323612463611056,3.31,5,6.918,35
"64704","pollen",6,105,7.86,3.81,3.44,3.53,0.269780191976299,4.86,1,8.81,5
"64737","polo",5,62,9.95,5.21,3.95,4.6,-0.556892290188705,4.43,2,3.577,13
"64819","pomp",5,33,12.38,5.32,3.57,4.87,0.543609325575537,2.44,2,12.893,10
"64837","poncho",6,23,8.84,5.48,3.74,5.71,-0.0797280092421125,4.97,1,6.824,1
"64844","pond",5,257,5.16,6.32,2.32,5.95,-0.743009916907901,4.9,1,8.338,20
"64885","pony",5,138,5.39,6.71,4.29,5.9,-0.372493890279942,4.9,5,6.557,11
"64889","pooch",4,0,7.67,6.1,4.08,4.81,0.328410000312641,4.32,1,9.954,13
"64891","poodle",5,13,6.53,6.1,3.6,6.38,0.0161523919195341,4.89,1,6.552,8
"64893","poof",4,10,5.67,5.7,3.8,4.73,-0.141560092159309,2.22,1,10.162,12
"64905","pool",4,584,5.15,6.78,3.65,6.39,-0.579677634342557,4.77,9,6.269,29
"64913","poop",4,7,4,2.6,5.14,4.48,0.22364106614975,4.83,4,6.43,24
"64918","poor",4,646,6.11,3.67,4.67,4,-0.860267449992759,2.7,1,9.15,20
"64941","pop",4,53,4.48,6.05,4.45,5.68,-0.368865371328558,4.22,4,7.106,41
"64949","popcorn",7,14,4.17,7.26,5.23,5.39,-0.556813403546924,5,2,7.45,0
"64950","pope",4,86,8.83,5.18,4.21,4.24,-0.300588446150562,4.71,2,10.323,24
"64970","popper",6,26,9.61,5.05,4.23,4.91,-0.122826932957449,3.48,3,5.12,22
"65013","porch",4,225,5.4,6.4,3.36,6.11,-0.643134826467828,4.92,1,8.719,8
"65018","pore",4,10,9.89,4.71,3.12,4.89,0.0837610712203739,4.42,3,11.938,37
"65024","pork",4,150,5.63,5,3.8,5.85,-0.751407148459759,4.79,2,7.325,13
"65038","porn",4,40,11.56,4.32,7.24,3.82,-0.474603705658038,4.26,1,4.517,17
"65051","porridge",6,95,6.35,5,3.33,4.52,-0.397717572704602,4.89,1,11.598,2
"65054","port",4,0,9.32,5.55,3.38,5.92,-0.532346536890462,4.41,5,7.152,21
"65060","portal",5,18,11,5.37,3.59,5.23,-0.330373785683614,3.63,3,5.894,5
"65091","portion",5,206,8.39,5.16,3.91,5.05,-0.134126277541856,3.78,7,8.521,3
"65109","portrait",7,335,7.61,6.05,3.2,7,-0.21789391964626,4.9,2,8.589,1
"65128","pose",4,67,7.89,5.63,3.11,6.3,-0.181495782309024,3.33,3,10.616,38
"65176","posse",5,12,10.56,4.52,4.41,5.77,0.52638241259095,3.89,1,4.894,8
"65200","possum",6,20,6.61,3.74,4,4.57,0.0912304230287399,4.73,2,6.785,3
"65202","post",5,1259,8.11,5.05,3.58,6.32,-0.750472428842867,4.3,11,4.438,20
"65204","postage",7,32,8.33,5.09,2.57,4.36,-0.294926382258137,4.37,2,6.591,2
"65214","postcard",8,74,6.74,5.68,4.23,6.08,-0.452964466265534,4.93,1,6.757,2
"65225","poster",7,105,8.12,5.35,3.14,5.95,-0.269440027525652,4.66,3,4.875,8
"65255","postman",8,42,5.22,5.83,3.2,4.79,-0.323328678028605,4.74,1,9.98,1
"65298","posture",7,279,8.89,4.89,3.56,5.71,-0.271138046795077,3.39,4,9.803,3
"65308","pot",4,416,5.95,5.81,4,6,-0.557049136966023,4.81,9,7.663,43
"65353","pothole",7,3,8.42,3.54,4.79,4.33,0.395135029580167,4.81,1,11.749,1
"65364","potion",5,15,7.58,5.65,5.12,4.96,-0.400862524003177,4.38,1,8.604,6
"65425","potty",5,20,2.28,4.29,2.83,5.39,-0.145997222976281,4.12,2,11.015,17
"65428","pouch",4,67,6.56,5.33,2.44,4.68,-0.336640681146515,4.5,3,5.18,14
"65444","poultry",7,133,8.39,5.67,3.95,5.67,-0.349705842723364,4.72,2,8.033,2
"65445","pounce",5,5,9.06,4.67,6.22,5.52,-0.48264266351617,3.66,1,10.979,8
"65459","pound",5,769,6.79,4.62,4.26,6.11,-0.685100863290239,4.61,14,4.078,21
"65466","pounding",7,35,9.12,4.1,4.71,4,-0.257436147588461,3.54,3,10.036,9
"65491","pout",4,8,7,3.33,4.14,5.52,-0.114483108488099,3.23,3,9.953,26
"65501","powder",6,327,5.06,5.26,2.77,6.05,-0.566832208089076,4.76,3,5.656,9
"65521","power",5,5913,7.48,5.97,5.41,6.17,-0.732461046727057,2.04,9,6.494,17
"65561","pox",5,27,8.61,2.62,4.4,3.36,0.63933419893268,3.74,2,5.142,28
"65577","practice",8,1702,6.24,5.72,2.5,6.11,-0.509889282114589,2.52,5,7.243,2
"65597","prairie",6,144,6.5,5.33,2.41,5.38,0.355801194262101,4.8,1,5.586,4
"65601","praise",5,226,7.95,7.65,5.45,6.57,-0.465528895441737,2.61,2,9.393,17
"65614","prance",6,0,8.95,6,5.05,6.1,0.133821118511524,3.83,1,11.637,6
"65619","prank",6,10,8.39,4.79,5.36,4.74,-0.54222238149911,2.9,2,9.156,8
"65638","prawn",5,20,13.06,4.82,2.79,4.76,-0.354095245689508,4.62,2,6.676,10
"65650","prayer",6,7,5.25,5.67,4.04,6.37,-0.484116215491992,3.28,5,9.199,11
"65668","preacher",7,58,6.11,5.09,4.55,4.85,-0.0292607122391859,4.7,1,10.632,7
"65715","precinct",9,52,11.94,4.85,3.95,4.88,0.467327046115663,3.67,1,8.783,2
"65897","preface",7,27,9.67,5.52,2.9,4.77,-0.362603436064019,2.73,1,12.939,2
"65904","prefect",8,21,11.93,6.45,4.33,6.04,-0.106481695032122,2.96,1,13.461,0
"65926","prefix",8,15,9.56,5.24,3.7,4.85,0.0594791196780233,3.31,1,10.376,1
"65977","prelude",8,75,11.06,6.05,3.9,5.57,-0.225526772669642,2.33,2,9.951,1
"65993","premier",8,58,11.32,5.37,4.62,5.48,-0.225355163703679,2.07,2,6.904,4
"66004","premise",7,72,12.47,5.43,4.25,4.86,-0.068066966086584,2.24,1,11.35,1
"66010","premium",8,140,9.95,6.9,5.5,5.86,-0.190734451220593,2.11,5,6.851,1
"66034","prep",5,33,9.24,5.29,3.19,6.45,0.300414982449452,2.36,1,3.675,10
"66143","presence",7,1449,9.17,5.75,3.6,5.59,-0.353227715205093,2.72,6,8.977,2
"66146","present",8,0,4.83,6.85,4.82,6.65,-0.583820964472516,3.39,3,8.537,1
"66178","preserve",7,35,9.63,4.9,3,6,-0.311582809392619,2.57,3,9.089,5
"66206","press",5,1769,6.4,5.39,2.8,4.78,-0.61309280829984,3.9,9,5.021,14
"66273","pressure",7,1908,8.95,3.56,4.48,4.4,-0.524601858772976,3.07,7,5.994,5
"66297","prestige",8,284,11.59,6.23,3.91,6.79,-0.112266316550583,1.61,1,6.756,0
"66360","pretext",9,75,13.06,4.61,3.11,4.92,0.194040486030492,2.26,2,12.301,0
"66374","pretzel",7,6,5,6.81,5.7,5.69,0.145761667004087,4.74,1,11.51,1
"66415","preview",7,25,7.42,5.74,3.7,5.48,-0.613947819552106,3.2,2,6.835,3
"66429","prey",4,263,9.42,3.74,4.56,3.24,-0.368533418413313,3.61,2,8.199,17
"66442","price",5,1709,7.35,4.94,3.4,4.61,-0.764411948027769,3.63,7,4.062,14
"66464","prick",5,39,8.79,2.81,4.26,4.58,-0.433356988692664,3.91,4,9.815,12
"66499","pride",5,688,8.95,6.5,5.54,5.83,-0.566410531849153,1.66,5,7.394,20
"66517","priest",6,578,7.1,4.5,3.76,5.82,-0.260865312754532,4.77,2,8.571,10
"66519","priestess",8,12,12.35,5.42,3.35,5.3,0.664952644012314,3.86,1,10.851,1
"66521","priesthood",9,33,10.21,5,2.55,4.96,0.481403442197589,3,1,12.463,0
"66556","primate",7,45,9.32,5.84,2.95,4.18,-0.220558497666137,4.5,2,9.313,1
"66558","prime",5,72,8.83,6,4.71,6.33,-0.584515403523557,2.48,4,4.398,16
"66572","primer",7,7,11.22,5.35,4.55,5.69,0.964730862579587,3.82,3,8.299,7
"66596","primrose",8,30,12.53,5.33,3.62,5.59,0.0454973404660053,4.08,1,4.13,0
"66606","prince",6,592,5.26,5.44,5.15,4.39,-0.567011427680043,4.44,1,6.518,6
"66616","princess",8,217,3.95,7.64,5.42,5.74,-0.354539371189192,4.72,1,6.796,0
"66634","print",6,353,7.67,5.65,2.74,6.67,-0.725581665285117,4.17,7,5.853,6
"66644","printer",8,67,7.61,5.65,3.68,6.11,-0.274692269326136,4.67,3,5.759,7
"66650","printing",8,170,8.17,5.35,2.74,5.09,-0.395304861365155,4.22,4,6.914,7
"66666","printout",8,14,11.56,5.24,3.35,5.72,0.422634792235437,4.53,1,12.768,1
"66676","prior",6,7,10.63,4.32,3,5.17,-0.526228456093196,2.45,1,8.139,16
"66689","prison",6,1239,7.5,1.94,5.1,3.54,-0.729020204008522,4.68,2,8.644,4
"66708","private",7,69,6.16,5.44,3.62,4.33,-0.771336884462763,2.72,1,4.599,1
